name,author,publisher,publication_year,pages_count,ISBN,book_type,explanation,book_img
Tanrı'nın Eli,Philip Kerr,Alfa Yayıncılık,2016,,9786051713694,Polisiye,"Olympiakos'la karşılaşan London City'nin yıldız forvetinin, Pire'deki maçın ortasında yere yığılması herkesi şaşkınlığa ve üzüntüye boğar. Kalp krizi mi geçirmiştir, yoksa sinsi planların kurbanı mı olmuştur? Yunan yetkililer soruşturma başlatırken, Scott Manson'ın da eve dönebilmek adına bir an önce gerçeği ortaya çıkarmaktan başka çaresi kalmaz.""Birinci sınıf bir cinayet romanı!""-Sunday Post-""Futbolun kendisi mi, romanı mı daha güzel? Tartışmak için iyi bir örnek."" -Four Four Two-""Kerr çok iyi bir yazar ... ve futbolu da çok iyi biliyor.""-When Saturday Comes-""Kerr'den bir futbol polisiyesi hiç beklemiyorduk, ama bu kadar sürükleyici olmasına hiç şaşırmadık.""-Good Book Guide-(Tanıtım Bülteninden)Sayfa Sayısı: 400Baskı Yılı: 2016Dili: TürkçeYayınevi: Alfa Yayıncılık                            ",https://i.idefix.com/cache/150x242-0/originals/0000000714560-1.jpg
Sessizliğin Öte Yakası,Philip Kerr,Alfa Yayıncılık,2016,,9786051713953,Polisiye,"Saint-Jean-Cap-Ferrat, 1956.Bernie sahte isimle Grand Hotel'de herkesin gözü önünde saklanmaktadır. Siyah ceketi ve kendisine hiç yakışmayan hizmet etmeye hevesli adam maskesiyle otelin kapıcısıdır: Günleri ve geceleri sarhoşları odalarına taşımak, fahişeleri otelden uzak tutmaya çabalamak ve aşırı zengin müşterilerin manasız sorularına cevaplamakla geçer. Yemek rezervasyonu yaptırmak ya da briçte eksik oyuncu için başvuracağınız adam odur: W. Somerset Maugham'ın evi olan Villa Mauresque'de hemen her akşam oynanan briç oyununa dördüncü oyuncu olarak katılacak biri. Ama Maugham'ın ihtiyacı sadece bir briç ortağı değildir. Profesyonel yardıma ihtiyacı vardır, çünkü belki sıradışı yaşam tarzı belki de bir zamanlar İngiliz istihbaratına çalışmış olması yüzünden kendisine şantaj yapılmaktadır .(Tanıtım Bülteninden)Sayfa Sayısı: 370Baskı Yılı: 2016Dili: TürkçeYayınevi: Alfa Yayıncılık                            ",https://i.idefix.com/cache/150x242-0/originals/0000000725320-1.jpg
Alex Cross,James Patterson,Artemis Yayınları,2013,,9786051422282,Polisiye,"Alex Aross'un karşılaştığı caniler  arasında ondan daha psikopatı yok.O, Alex'in karısının katili!   Kimliği belirsiz bir katil, karısı Maria'yı gözlerinin önünde vurduğunda Alex Cross, Washington d.C. Polis departmanı'nın yükselen yıldızıydı. Alex, intikam ateşiyle yanıyordu ancak yalnız başına büyütmesi gereken çocukları vardı. Yıllar sonra alex, cesur bir adım atacak, FBI'dan ayrılıp yeniden psikologluğa dönecekti. Çocuklarıyla kurduğu hayat nihayet düzene oturmuş gibiydi. Hatta yeniden aşık olmak için bir umudu bile vardı. Bir gün Cross'un eski ortağı John Sampson, ondan bir iyilik rica etti. Sampson, Georgetown'da, kurbanlarını korkunç fotoğraflarla tehdit eden bir seri tecavüzcünün peşindeydi. Cross'la Sampson'ın bu acımasız saldırganı durdurmak için, mağdur kadınların ifadesine ihtiyacı vardı ve tecavüze uğrayan kadınlar konuşmayı reddediyordu. Dava beklenmedik bir şekilde Maria'nın ölümünü işaret ettiğinde, Alex, bunca yıl sonra karısının katilini yakalamak için bir fırsat elde edecekti. Nihayet adalet yerini bulacak mıydı? Yoksa alex, ölümcül saplantısı yüzünden yine bir uçurumun eşiğinde miydi?Sayfa Sayısı: 365Baskı Yılı: 2013Dili: TürkçeYayınevi: Artemis Yayınları                            ",https://i.idefix.com/cache/150x242-0/originals/0000000432129-1.jpg
Sherlock Holmes'un Son Görevi-Bütün Hikayeler Cilt 4,Sir Arthur Conan Doyle,Alfa Yayıncılık,2019,,9786050380330,Polisiye,"Dr. Watson, Sherlock Holmes’un en tuhaf ve en ilginç vakalarını anlatmak için defterlerini bir kez daha açıyor. Yaklaşan Birinci Dünya Savaşıyla birlikte, aslında emekliye ayrılmış olan Holmes yardım için çağrılıyor. Kitaba adını veren bu Son Görev, kaybolan denizaltı planları, zorba bir diktatörün yaptıkları, gizli cemiyetler ve casuslarla dolu sekiz sıradışı maceradan sadece biri. Arthur Conan Doyle bu kitapta Sherlock Holmes’un yeteneklerini dünya çapında kullanıyor.(Tanıtım Bülteninden)Dr. Watson, Sherlock Holmes’un en tuhaf ve en ilginç vakalarını anlatmak için defterlerini bir kez daha açıyor. Yaklaşan Birinci Dünya Savaşıyla birlikte, aslında emekliye ayrılmış olan Holmes yardım için çağrılıyor. Kitaba adını veren bu Son Görev, kaybolan denizaltı planları, zorba bir diktatörün yaptıkları, gizli cemiyetler ve casuslarla dolu sekiz sıradışı maceradan sadece biri. Arthur Conan Doyle bu kitapta Sherlock Holmes’un yeteneklerini dünya çapında kullanıyor.(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0001834494001-1.jpg
Beş Küçük Domuz,Agatha Christie,Altın Kitaplar,2001,,9789754059533,Polisiye,"Polisiye roman türünün ünlü yazarlarından olan Agatha Christie’nin en güzel romanlarından biriyle tanışmaya hazır mısınız? Beş Küçük Domuz, Hercule Poirot karakterinin başrolde olduğu gizem dolu bir hikâye etrafında şekilleniyor. Hikâye, genç bir kadının Poirot’dan babasının cinayetinin gizemini çözmesini ve ölen annesinin adını temizlemesini istemesiyle başlıyor. Gelin, Agatha Christie’nin usta kaleminden çıkan bir polisiye hikâyesiyle tanışacağınız bu romanı daha yakından inceleyelim.""Beş Küçük Domuz"" adlı romanı neden okumalısınız?Agatha Christie’nin çok sevilen kurgusal dedektiflerinden biri olan Hercule Poirot, kendini basit gibi görünen bir maceranın içinde buluyor. Her şey, annesinin yanlışlıkla cinayetten hüküm giydiğini iddia eden Carla Lemarchant'ın kendisiyle yaklaşmasıyla başlıyor. Carla'nın seneler önce annesi Caroline Crale, kocası ünlü ressam Amyas'ın ölümünden suçlu bulunuyor. Hapse girdikten kısa bir süre sonra Caroline, kızına masum olduğunu söyleyen bir mektup yazıyor. Hem Poirot hem okuyucu için âdeta bir bulmaca hâline gelen romanın son sayfasına kadar tahminlerde bulunup kimin suçlu kimin masum olduğuna karar veremeyeceğiniz heyecanlı bir hikâye bekliyor. Yavaş yavaş ilerleyen roman, okuyucuyu bağlantılar kurmaya ve tahminler yürütmeye yönlendiriyor. Sadece bir cinayet gizemi olmaktan fazlasını okuyucuya sunan yapıt, aynı zamanda Agatha Christie’nin insan doğasını ve davranışlarını incelemesi ile daha da ilgi çekici hâle geliyor. Yazarın ustaca kurgulanmış olay örgüsü ve harika düşünülmüş karakterleriyle dolu roman, sırları açığa çıktıkça okuyucu için daha da keyifli bir hâl alıyor.Bunları biliyor muydunuz?Romanın ismini ana karakter Hercule Poirot tarafından söylenen bir tekerlemeden aldığını biliyor muydunuz? Aynı zamanda tekerlemede adı geçen beş küçük domuzun her biri, romanda yer alan beş şüpheliye karşılık gelir. 1960 yılında Agatha Christie, romanı Go Back for Murder adıyla oyuna uyarlar ve Poirot karakterini hikâyeden çıkarıp onun rolünü genç bir avukata verir. 2003 yılında roman, birkaç büyük değişiklikle bir televizyon dizisine uyarlanır ve daha sonraki yıllarda da uyarlanmaya devam eder. Bunun yanı sıra kitap, radyo için de uyarlanır ve 1994 yılında BBC Radio 4'te yayınlanır.Toplam 184 sayfadan oluşan ve orijinal ismi Five Little Pigs olan romanın ilk baskısı 2003 yılında Altın Kitaplar etiketiyle Türkiye’de okuyucuya sunulur. Kitabın Türkçeye tercümesini ise Gönül Suveren üstlenir.Bu kitabı sevenler için diğer önerilerimizHercule Poirot karakterinin başrolde olduğu başka hikâyeler okumak isterseniz yazarın Doğu Ekspresinde Cinayet - Bir Hercule Poirot Hikayesi, Cinayet Alfabesi-Tam Metin ve Ve Perde İndi romanlarını inceleyebilirsiniz.Polisiye roman türünün ünlü yazarlarından olan Agatha Christie’nin en güzel romanlarından biriyle tanışmaya hazır mısınız? Beş Küçük Domuz, Hercule Poirot karakterinin başrolde olduğu gizem dolu bir hikâye etrafında şekilleniyor. Hikâye, genç bir kadının Poirot’dan babasının cinayetinin gizemini çözmesini ve ölen annesinin adını temizlemesini istemesiyle başlıyor. Gelin, Agatha Christie’nin usta kaleminden çıkan bir polisiye hikâyesiyle tanışacağınız bu romanı daha yakından inceleyelim.""Beş Küçük Domuz"" adlı romanı neden okumalısınız?Agatha Christie’nin çok sevilen kurgusal dedektiflerinden biri olan Hercule Poirot, kendini basit gibi görünen bir maceranın içinde buluyor. Her şey, annesinin yanlışlıkla cinayetten hüküm giydiğini iddia eden Carla Lemarchant'ın kendisiyle yaklaşmasıyla başlıyor. Carla'nın seneler önce annesi Caroline Crale, kocası ünlü ressam Amyas'ın ölümünden suçlu bulunuyor. Hapse girdikten kısa bir süre sonra Caroline, kızına masum olduğunu söyleyen bir mektup yazıyor. Hem Poirot hem okuyucu için âdeta bir bulmaca hâline gelen romanın son sayfasına kadar tahminlerde bulunup kimin suçlu kimin masum olduğuna karar veremeyeceğiniz heyecanlı bir hikâye bekliyor. Yavaş yavaş ilerleyen roman, okuyucuyu bağlantılar kurmaya ve tahminler yürütmeye yönlendiriyor. Sadece bir cinayet gizemi olmaktan fazlasını okuyucuya sunan yapıt, aynı zamanda Agatha Christie’nin insan doğasını ve davranışlarını incelemesi ile daha da ilgi çekici hâle geliyor. Yazarın ustaca kurgulanmış olay örgüsü ve harika düşünülmüş karakterleriyle dolu roman, sırları açığa çıktıkça okuyucu için daha da keyifli bir hâl alıyor.Bunları biliyor muydunuz?Romanın ismini ana karakter Hercule Poirot tarafından söylenen bir tekerlemeden aldığını biliyor muydunuz? Aynı zamanda tekerlemede adı geçen beş küçük domuzun her biri, romanda yer alan beş şüpheliye karşılık gelir. 1960 yılında Agatha Christie, romanı Go Back for Murder adıyla oyuna uyarlar ve Poirot karakterini hikâyeden çıkarıp onun rolünü genç bir avukata verir. 2003 yılında roman, birkaç büyük değişiklikle bir televizyon dizisine uyarlanır ve daha sonraki yıllarda da uyarlanmaya devam eder. Bunun yanı sıra kitap, radyo için de uyarlanır ve 1994 yılında BBC Radio 4'te yayınlanır.Toplam 184 sayfadan oluşan ve orijinal ismi Five Little Pigs olan romanın ilk baskısı 2003 yılında Altın Kitaplar etiketiyle Türkiye’de okuyucuya sunulur. Kitabın Türkçeye tercümesini ise Gönül Suveren üstlenir.Bu kitabı sevenler için diğer önerilerimizHercule Poirot karakterinin başrolde olduğu başka hikâyeler okumak isterseniz yazarın Doğu Ekspresinde Cinayet - Bir Hercule Poirot Hikayesi, Cinayet Alfabesi-Tam Metin ve Ve Perde İndi romanlarını inceleyebilirsiniz.",https://i.idefix.com/cache/150x242-0/originals/0000000143332-1.jpg
Şeytan Ayrıntıda Gizlidir,Ahmet Ümit,Yapı Kredi Yayınları,2019,,9789750846328,Polisiye,"Bir suç şehrinin daracık sokakları arasında....Her insanın içinde yatan dizginlenmiş bir karanlık, o ya da bu sebepten bir çıkış yolu bulup bir başkasının yaşamına son verebilir.Şeytan Ayrıntıda Gizlidir’de birbirinden farklı motivasyonlarla işlenmiş birçok cinayeti ustaca kurgulayıp soluksuzca anlatıyor Ahmet Ümit. İnsanın içindeki karanlığın peşine düşüyor, yanına aldığı okuru sokak sokak dolaştırıyor peşinde. Anlıyoruz ki bu karanlık hemen her yerde, hemen herkesin içinden kurtulmaya çalışabilir.“Sen hiç aşık oldun mu Ali?”“Tabii Amirim, şimdi bile kız arkadaşım var” diye yanıtladı beni.“Kız arkadaşından söz etmiyorum Ali, aşktan söz ediyorum. Gerçek aşktan, insanı katil eden, rezil eden, insanlıktan çıkaran aşktan sözediyorum.”Biraz düşündü Ali.“Açık konuşmak gerekirse, öylesini yaşamadım Amirim” dedi.“Öylesini yaşamadınsa Nermin’i de anlayamazsın” dedim. “O yüzden, boşa öfkelenip durma.”(Tanıtım Bülteninden)Bir suç şehrinin daracık sokakları arasında....Her insanın içinde yatan dizginlenmiş bir karanlık, o ya da bu sebepten bir çıkış yolu bulup bir başkasının yaşamına son verebilir.Şeytan Ayrıntıda Gizlidir’de birbirinden farklı motivasyonlarla işlenmiş birçok cinayeti ustaca kurgulayıp soluksuzca anlatıyor Ahmet Ümit. İnsanın içindeki karanlığın peşine düşüyor, yanına aldığı okuru sokak sokak dolaştırıyor peşinde. Anlıyoruz ki bu karanlık hemen her yerde, hemen herkesin içinden kurtulmaya çalışabilir.“Sen hiç aşık oldun mu Ali?”“Tabii Amirim, şimdi bile kız arkadaşım var” diye yanıtladı beni.“Kız arkadaşından söz etmiyorum Ali, aşktan söz ediyorum. Gerçek aşktan, insanı katil eden, rezil eden, insanlıktan çıkaran aşktan sözediyorum.”Biraz düşündü Ali.“Açık konuşmak gerekirse, öylesini yaşamadım Amirim” dedi.“Öylesini yaşamadınsa Nermin’i de anlayamazsın” dedim. “O yüzden, boşa öfkelenip durma.”(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0001852468001-1.jpg
Kanatların Çağrısı,Agatha Christie,Altın Kitaplar,2003,,9789752103825,Polisiye,"Bu birbirinden değişik on iki öykü, Agatha Christie'nin çok yönlü eşsiz bir yazar olduğunu kanıtlıyor. Kırmızı Işık ve Dördüncü Adam, sizleri heyecandan kıvrandırırken, Radyo adlı ironik öyküden gaddarca zevk alacaksınız. Ölüm Habercisi Köpek ise dehşetle tüylerinizi ürpertecek.Sayfa Sayısı: 208Baskı Yılı: 2003Dili: TürkçeYayınevi: Altın Kitaplar                            ",https://i.idefix.com/cache/150x242-0/originals/0000000141429-1.jpg
Poirot Araştırıyor,Agatha Christie,Altın Kitaplar,2015,,9789752119628,Polisiye,"Amerikalı ünlü bir film yıldızının, eşsiz elmasının büyüleyici ve romantik öyküsü etrafında gelişen korkunç bir cinayet... Londra'nın en lüks semtinde inanılmaz ucuza kiralanan dairenin tuhaf gizemi... Laneti yüzyıllar ötesine uzanan Mısır firavununun insanları ürperten öyküsü... Son nefesini vermek üzere olan bir adamdan gelen trajik telefon... Hepsi birbirinden ilginç, sürükleyici ve sonucu asla tahmin edilemeyen on bir sıra dışı Poirot öyküsünü okurken nefesiniz kesilecek! ""Muhteşem bir koleksiyon... çok zekice kurgulanmış harika bir kitap."" -Literary Review- (Tanıtım Bülteninden)Sayfa Sayısı: 208Baskı Yılı: 2015Dili: TürkçeYayınevi: Altın Kitaplar                            ",https://i.idefix.com/cache/150x242-0/originals/0000000640004-1.jpg
Mart Menekşeleri,Philip Kerr,Alfa Yayıncılık,2014,,9786051069845,Polisiye,"Bernhard Günther, Türk cephesinde savaşmış madalyalı bir asker, Kripo'da çalışmış eski bir polis. Şimdiyse Hitler'in başkentinde, insanların kaybolmayı alışkanlık haline getirdiği 1936 Berlin'inde, uzmanlığı kayıp insanları bulmak olan bir özel dedektif. Çalınmış elmas bir gerdanlık ve milyarder Hermann Six'in kızı ile damadının yatağında vurularak öldürüldüğü bir dava yüzünden Bernie, karanlık ve acımasız Nazi Almanya'sının içlerine doğru sürüklenirken kendini Hitler'in sağ kolu sayılan Himmler ve Goering'in arasında politik bir skandalın ortasında bulacaktır. Bulduğu ipuçları Bernie'yi, Nazilerin kurbanlarıyla dolup taşan morglara; köhne gece kulüplerine; Jesse Owens'ın Aryan üstün ırk teorilerini yerle bir ettiği Olimpiyat Oyunlarına; ünlü bir aktrisin yatak odasına; ve son olarak bir toplama kampı olan Dachau'ya götürüyor. Salman Rushdie'ın yenilikçi ve dâhi polisiye yazarı dediği Philip Kerr, yarattığı dikkat çekici ve gerilim dolu, karanlık hikâyeleriyle büyülüyor.(Tanıtım Bülteninden)Sayfa Sayısı: 355Baskı Yılı: 2014Dili: TürkçeYayınevi: Alfa Yayıncılık                            ",https://i.idefix.com/cache/150x242-0/originals/0000000627303-1.jpg
Metropolis - Dedektif Bernie Gunther 14,Philip Kerr,Alfa Yayıncılık,2021,400,9786254494338,Polisiye,"Yaz, 1928. Berlin, hiçbir şeyin yasak olmadığı şehir.Geceleri sokaklarda politik çeteler kavga arıyor. Gündüzleri savaştan sonra hâlâ toparlanamamış olan halk işsiz bir şekilde dolaşıyor. Polis merkezinde Cinayet Masasının işi başından aşkın ve Yakalanamayan bir katil polislerle dalga geçiyor. Bernie Günther’in Cinayet Masasındaki ilk günü. Amirleri onun çok iyi bir dedektif olabileceğini düşünüyor. Fakat henüz değil. Şimdi dinleyip öğrenmesi gerek.Kaotik bir şehir: adı çıkmış performanslar ve seks kulüpleri, yeraltı çeteleri, kayıp, evsiz ve terk edilmiş vatandaşlar. Hitler’in başlatacağı yeni döneme doğru yaklaşan Berlin.Philip Kerr’in zamansız ölümünden hemen önce tamamlanan Metropolis, Kerr’in meşhur karakteri, Nazileştirilmiş Berlin polis departmanındaki alaycı dedektif Bernhard Günther’in yolculuğunun on dördüncü kitabı. Birçok açıdan Bernie’nin ilk hikâyesi, Kerr’in ise son romanı.(Tanıtım Bülteninden)Yaz, 1928. Berlin, hiçbir şeyin yasak olmadığı şehir.Geceleri sokaklarda politik çeteler kavga arıyor. Gündüzleri savaştan sonra hâlâ toparlanamamış olan halk işsiz bir şekilde dolaşıyor. Polis merkezinde Cinayet Masasının işi başından aşkın ve Yakalanamayan bir katil polislerle dalga geçiyor. Bernie Günther’in Cinayet Masasındaki ilk günü. Amirleri onun çok iyi bir dedektif olabileceğini düşünüyor. Fakat henüz değil. Şimdi dinleyip öğrenmesi gerek.Kaotik bir şehir: adı çıkmış performanslar ve seks kulüpleri, yeraltı çeteleri, kayıp, evsiz ve terk edilmiş vatandaşlar. Hitler’in başlatacağı yeni döneme doğru yaklaşan Berlin.Philip Kerr’in zamansız ölümünden hemen önce tamamlanan Metropolis, Kerr’in meşhur karakteri, Nazileştirilmiş Berlin polis departmanındaki alaycı dedektif Bernhard Günther’in yolculuğunun on dördüncü kitabı. Birçok açıdan Bernie’nin ilk hikâyesi, Kerr’in ise son romanı.(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0001949197001-1.jpg
